InteractorA,InteractorB
Q5T124,Q9H788
Q5T124,Q08117
Q5T124,Q12933
Q5T124,Q8N6Y0
Q5T124,P55072
B2RXF5,P56545
B2RXF5,Q8IXW7
Q9Y2Y4,P09022
O00124,P55072
P68543,P55072
Q8NC26,Q8N3C7
Q8NC26,Q2KHM9
Q8NC26,O95198
Q9NSD4,Q8WV44
Q9C0F3,O43463
Q9ULT6,O60353
Q9ULT6,Q9BXB1
Q9ULT6,O75581
Q9ULT6,Q2MKA7
Q9H609,Q9Y6B7
Q9H609,P19012
Q9H609,Q9Y371
Q9H609,Q08117
Q9H9P5,P63000
Q9H9P5,Q92925
Q969E8,O95166
Q969E8,P60520
Q969E8,Q9BVG8
Q969E8,O75928
Q969E8,P62854
Q969E8,Q96C00
Q6PF05,P0C206
Q6PF05,Q9Y3M2
Q6PF05,Q9H6Z9
Q6PF05,O00471
Q6PF05,Q96PC5
Q6PF05,P14079
Q96NG3,Q15834
Q96NG3,Q8NHQ1
Q96NG3,Q08379
Q96NG3,Q6A162
Q96NG3,P50222
Q96NG3,Q13064
Q96NG3,P15173
Q96NG3,Q7Z6G3
Q6EMK4,A8MQ03
Q6EMK4,P60328
Q6EMK4,Q9BYQ3
Q6EMK4,Q96EP0
Q9UBD3,P13501
Q9UBD3,P48061
Q9UBD3,P60411
Q9UBD3,Q7Z3S9
Q9Y5K8,Q8N1B4
P08048,Q969R5
Q9NQZ8,Q9NYL2
Q9NQZ8,Q8WV44
Q9NQZ8,O43167
Q5TGU0,P47884
Q92610,Q9Y4C2
Q9P0L0,P27958
Q9P0L0,Q03463
Q9P0L0,Q99IB8
Q9P0L0,Q9WMX2
Q9P0L0,P05090
Q9P0L0,P00533
Q9P0L0,P35372
Q9P0L0,P22059
Q9P0L0,Q9H1P3
Q9P0L0,Q8WXG1
Q9P0L0,Q14849
Q9P0L0,O95292
Q9P0L0,O95292
Q9P0L0,O95070
Q9P0L0,Q5T4F4
Q9ULK5,Q12959
Q9ULK5,P26045
Q9H269,P56962
Q9H269,Q8WUH2
Q9H269,Q9H270
Q9H269,Q9P253
Q9H269,Q96AX1
P35398,Q9BZS1
P35398,P14136
P35398,P51843
Q7Z7H8,P35609
Q7Z7H8,Q8IZU0
Q7Z7H8,Q53G59
Q7Z7H8,Q8ND90
Q7Z7H8,Q04864
Q7Z7H8,P15884
Q9BZG1,P35219
Q63HN8,Q08379
Q63HN8,Q6A162
Q63HN8,Q04864
Q63HN8,P36406
Q63HN8,P14373
Q63HN8,Q15654
Q63HN8,Q5T124
Q13671,P00519
Q13671,P42684
Q13671,Q49AR9
Q13671,Q13137
Q13671,P00533
Q13671,P01112
Q13671,Q9BRK4
Q13671,P01111
Q13671,P62070
Q13671,O75886
P26022,P08603
P26022,O00602
P26022,Q15485
P26022,P09038
P26022,P98066
Q6ZRY4,P61978
Q6ZRY4,P86480
Q6ZRY4,O43251
Q6ZRY4,Q93062
Q6ZRY4,Q9BQY4
Q6ZRY4,P09012
O43463,P68432
O43463,O95260
O43463,Q9C0K0
O43463,Q6P047
O43463,P83916
O43463,Q13185
O43463,P45973
O43463,A5D8V7
O43463,Q9BXL8
O43463,Q8NHQ1
O43463,P49761
O43463,Q5TAQ9
O43463,Q15910
O43463,Q6ZNL6
O43463,Q9NWQ4
O43463,Q9BX10
O43463,Q13547
O43463,Q92769
O43463,V9HWG0
O43463,Q96ED9
O43463,P49639
O43463,P09017
O43463,Q8TBB5
O43463,P60409
O43463,Q9BRK4
O43463,Q9UIS9
O43463,Q13133
O43463,Q6TGC4
O43463,Q5T6S3
O43463,P62191
O43463,Q9NS23
O43463,P50749
O43463,O43159
O43463,Q96EB6
O43463,Q96BD6
O43463,Q8N4C7
O43463,Q01081
O43463,Q9Y2L8
O43463,Q9C0F3
O43463,Q9BS31
O43463,Q9BS34
Q7L1I2,Q96LI6
Q15544,Q92624
Q15544,Q15543
Q8N697,Q9HC29
Q8N697,Q8IY34
Q5T4F4,Q14318
Q5T4F4,P62491
Q5T4F4,P18067
Q5T4F4,Q9P0L0
Q5T4F4,O95292
Q2TAL6,Q6UY14
Q2TAL6,P49639
O75554,P42858
O75554,O75643
Q96EX3,P38432
Q96EX3,Q9BYV2
Q5VZL5,P49711
Q5VZL5,Q14192
Q5VZL5,A1L4F5
Q5VZL5,Q06455
Q5VZL5,Q9UMX0
Q5VZL5,Q9UMX0
Q9P2Y4,P25800
Q9P2Y4,Q5I0X7
Q7L2R6,Q86Y13
Q7L2R6,Q04864
Q7L2R6,Q8N6Y0
P49815,P62136
P49815,O00141
P49815,Q96EB6
P49815,Q92574
P49815,P31946
P49815,P63104
Q96I27,Q6A162
Q96I27,P60372
Q96I27,P60409
Q96I27,P60411
Q86SQ0,P21333
P28072,Q99436
Q15274,Q9NZ94
P62875,Q8N9N5
P62875,P38432
P62875,Q96JM7
P62875,Q8IXK0
P62875,Q04864
P62875,Q9BWH6
P62875,Q96R06
P62875,Q9NVV9
P62875,Q13625
P62875,O43829
Q5EBL4,P61006
P31350,P41002
P31350,Q9UM11
P31350,P23921
P61353,Q14684
Q9UKA8,Q13322
Q9UKA8,P19429
P35268,P17473
P35268,O00560
P35268,Q9H190
P13631,P28702
P13631,P48443
P13631,O60504
P23470,P35222
P23470,P00533
O95391,Q8NHQ1
O95391,Q08379
O95391,Q6A162
O95391,Q9BRK4
O95391,Q9BZ95
O95391,Q9H2H8
O95391,O43395
O95391,Q6P2Q9
O95391,Q13435
O95391,Q9NVV9
Q9BSH4,P21673
Q8IYB5,P86480
Q86XR7,P50222
Q86XR7,Q6SZW1
Q86XR7,O00206
Q07352,Q16539
Q9BXR5,Q15399
Q9BXR5,O60603
P62269,Q5S007
Q93008,P42858
Q93008,P08393
Q93008,Q07820
Q93008,Q13485
P49459,Q9NS91
P49459,O00560
Q9NYZ1,Q96EC8
Q9BZL1,O43290
Q9BZL1,Q9BRX9
Q66K41,Q8N9W6
Q66K41,P61978
Q66K41,P25788
Q66K41,Q15415
Q66K41,Q93062
Q66K41,Q9NVV9
P62328,P40692
Q15532,P15336
P13866,P00533
Q5SNT2,P50402
O60224,Q96Q35
Q9UQE7,Q9BTE3
Q9UQE7,Q29RF7
Q9UQE7,Q9NTI5
Q9UQE7,O60216
Q9UQE7,P32908
Q9UQE7,Q14683
Q9UQE7,Q8WVM7
Q9UQE7,Q8N3U4
Q9BSF0,P10644
Q9BSF0,Q8NF64
P62316,Q8NHQ1
P62316,Q9BW66
P62316,P54105
P62316,Q9Y333
P62316,P62312
P62316,P62314
P62316,P62306
O76070,P54274
Q99576,Q0VDD7
Q99576,Q9Y6D9
P56962,O95721
P56962,P70280
P56962,Q9BV40
P56962,Q9H269
P56962,Q96AX1
Q96BZ9,P27958
Q66K14,P60520
Q66K14,Q969R5
Q86TI0,Q8NEU8
Q5QJ74,Q8TBB1
Q5QJ74,P50222
Q9P2Z0,O95273
Q9P2Z0,P60370
Q9P2Z0,P60410
Q9P2Z0,P60411
Q9P2Z0,Q9BRK4
Q9P2Z0,Q03393
P62072,Q9Y5J7
Q5T1C6,P31749
O14925,O60830
O14925,Q9BVV7
Q04724,P62805
Q04724,Q9HC29
Q04724,Q01196
Q04724,Q01196
Q04724,Q13761
Q04724,Q96EB6
Q04724,A4PIW0
Q15399,Q9BXR5
Q15399,O60603
P31314,P27577
P31314,O00470
P31314,O14770
P31314,P40424
Q6UX40,Q9NXB0
Q5T6F2,P59022
Q5T6F2,Q9BQY4
O75841,Q9Y4D2
O60844,Q9UHX1
O60844,O43765
O60844,Q96EQ0
O60844,Q9UMX0
O60844,Q9UMX0
Q8N5M4,Q08379
Q8N5M4,P50222
Q8N5M4,Q8ND90
Q8N5M4,P63208
Q8N5M4,O75478
Q9NNX1,Q8TAP6
Q9NNX1,Q92993
Q9NNX1,P25791
Q9NNX1,P14373
P29597,Q13643
P29597,P61978
P29597,P08238
P29597,P17181
P29597,O60674
P29597,Q5VWX1
P29597,Q6A162
P29597,Q9BUZ4
Q8IZ13,Q8WXB1
Q8IZ13,Q15742
P15374,Q15797
Q15916,Q9H8W4
Q15916,P63165
Q15916,G2XKQ0
Q15916,Q9HCK0
Q8N680,Q8NHQ8
Q8N680,P08047
Q8N966,Q8IWR1
Q9UJL9,Q6A162
Q9Y6W5,Q9UQB8
Q9Y6W5,O60504
Q9Y6W5,Q8IUH5
O95231,Q6P1W5
O95231,O75553
O95231,P59991
O95231,P60329
O95231,Q93062
O95231,Q9BQY4
O95231,Q96SF7
O95231,Q9Y458
P61964,Q9H891
P61964,O43823
P61964,Q9WTL8
P61964,P54259
P61964,A2RRG2
P61964,Q9HCK8
P61964,Q6PEV8
P61964,P51610
P61964,P68431
P61964,Q03933
P61964,Q7Z3B3
P61964,Q9H9L4
P61964,Q92794
P61964,Q03164
P61964,Q9UMN6
P61964,Q8NEZ4
P61964,Q9Y4F3
P61964,Q7Z434
P61964,Q9NS73
P61964,Q9NS73
P61964,Q14686
P61964,Q6ZW49
P61964,Q15291
P61964,Q9Y2D8
P61964,Q9NYB0
P61964,Q13114
P61964,Q9Y4K3
P61964,Q2QGD7
P16473,P30542
P16473,Q9NPA3
P16473,Q14160
P16473,P21579
Q06250,Q6A162
Q06250,P60370
Q06250,P60410
Q06250,P60411
Q06250,Q9BRK4
Q06250,Q9UJV3
Q06250,Q7Z3S9
Q06250,Q8ND90
Q06250,O75069
Q06250,P14373
Q06250,Q15654
Q8TBZ8,P13196
Q8TBZ8,Q13137
Q8TBZ8,Q96JN2
Q8TBZ8,Q15834
Q8TBZ8,O95273
Q8TBZ8,Q9HD26
Q8TBZ8,Q6A162
Q8TBZ8,P60409
Q8TBZ8,P60411
Q8TBZ8,O95751
Q8TBZ8,P43355
Q8TBZ8,Q99750
Q8TBZ8,P50222
Q8TBZ8,Q9UJV3
Q8TBZ8,Q5JR59
Q8TBZ8,Q8ND90
Q8TBZ8,Q96T49
Q8TBZ8,Q04864
Q8TBZ8,Q96KN7
Q8TBZ8,Q8NA61
Q8TBZ8,O75478
Q8TBZ8,Q13077
Q8TBZ8,P36406
Q8TBZ8,Q8WV44
Q9Y5W5,P60410
Q9Y5W5,P27467
Q9Y5W5,P41221
Q9Y5W5,P22725
Q9Y5W5,O00755
Q8TAM2,Q3SYG4
Q8TAM2,Q15051
P15498,Q8IZP0
P15498,P00519
P15498,Q13480
P15498,P62993
P15498,Q07666
P15498,Q13094
P15498,P08487
P15498,P63000
P15498,P78314
P15498,Q8N720
Q9NP79,Q9NZZ3
Q9NP79,Q15561
Q9NP79,Q05516
P49750,O00555
P49750,P62136
Q9UMX0,Q8WU02
Q9UMX0,Q96FB2
Q9UMX0,O00154
Q9UMX0,Q16186
Q9UMX0,Q9NUQ2
Q9UMX0,O95994
Q9UMX0,Q8TD06
Q9UMX0,Q9NP55
Q9UMX0,Q9BXJ5
Q9UMX0,O43852
Q9UMX0,P80098
Q9UMX0,Q8TCZ2
Q9UMX0,P51788
Q9UMX0,Q03692
Q9UMX0,A0A0S2Z3K0
Q9UMX0,P08123
Q9UMX0,Q8IYK4
Q9UMX0,Q86VU5
Q9UMX0,P33240
Q9UMX0,Q9H0L4
Q9UMX0,P78358
Q9UMX0,O75638
Q9UMX0,Q9UHQ9
Q9UMX0,Q01524
Q9UMX0,A0A0S2Z5Y1
Q9UMX0,O95967
Q9UMX0,P42566
Q9UMX0,Q96DN0
Q9UMX0,Q9HBU6
Q9UMX0,P12318
Q9UMX0,P26885
Q9UMX0,P02751
Q9UMX0,O75084
Q9UMX0,O14764
Q9UMX0,Q9UBU3
Q9UMX0,P22352
Q9UMX0,Q14416
Q9UMX0,P06028
Q9UMX0,P52789
Q9UMX0,Q53GQ0
Q9UMX0,P48723
Q9UMX0,Q6PIK1
Q9UMX0,Q6PIQ7
Q9UMX0,Q8N355
Q9UMX0,Q17RA0
Q9UMX0,P53990
Q9UMX0,Q6GPH6
Q9UMX0,Q9P2K6
Q9UMX0,A0A0S2Z5S9
Q9UMX0,Q99732
Q9UMX0,Q9NQG1
Q9UMX0,P33993
Q9UMX0,Q9NQG6
Q9UMX0,Q96C03
Q9UMX0,P55198
Q9UMX0,Q8IW45
Q9UMX0,P41271
Q9UMX0,Q96IV0
Q9UMX0,A0A0S2Z5K2
Q9UMX0,Q13232
Q9UMX0,P01160
Q9UMX0,Q9BVL2
Q9UMX0,C3PTT6
Q9UMX0,Q96AQ6
Q9UMX0,Q96FE7
Q9UMX0,P53816
Q9UMX0,Q8ND90
Q9UMX0,P23284
Q9UMX0,P45877
Q9UMX0,Q96NZ9
Q9UMX0,A5D903
Q9UMX0,P55036
Q9UMX0,Q15008
Q9UMX0,Q9NPQ8
Q9UMX0,Q9NPQ8
Q9UMX0,Q9H0X6
Q9UMX0,P04843
Q9UMX0,Q7L4I2
Q9UMX0,Q9BWD3
Q9UMX0,Q17RB0
Q9UMX0,A6ZKI3
Q9UMX0,P13521
Q9UMX0,P05408
Q9UMX0,Q96GD3
Q9UMX0,P05121
Q9UMX0,O75830
Q9UMX0,Q9H173
Q9UMX0,Q9BVW6
Q9UMX0,P02814
Q9UMX0,P10124
Q9UMX0,P04155
Q9UMX0,Q96DC7
Q9UMX0,Q96DC7
Q9UMX0,Q5JXX7
Q9UMX0,A0A0S2Z5T9
Q9UMX0,Q71RG4
Q9UMX0,Q13049
Q9UMX0,O95881
Q9UMX0,Q5U5U6
Q9UMX0,Q96C32
Q9UMX0,Q13404
Q9UMX0,Q9NRR5
Q9UMX0,Q04323
Q9UMX0,Q92575
Q9UMX0,Q0VG75
Q9UMX0,Q8WV99
Q9UMX0,O60844
Q9UMX0,Q5VZL5
Q9UMX0,Q6P1L6
Q6UX98,Q04864
Q6UX98,P15884
A6NIX2,Q14160
Q93073,Q96FJ2
P31151,Q96S59
P31151,Q5SY68
Q16385,Q99996
Q16385,Q9H2G9
Q16385,Q6A162
Q16385,Q9UBF1
Q16385,Q96QF0
Q16385,Q96QF0
Q16385,Q9Y2D8
Q16385,Q8N0S2
Q16385,Q86VP1
Q16385,O96006
Q16385,Q8NF64
P49888,O76083
P53992,P00540
P53992,Q15436
P53992,O43516
Q9BR01,Q13526
Q9BR01,Q9NUX5
Q8WWQ8,P20065
Q9UHI7,Q6UY14
Q9UHI7,O43865
Q9UHI7,Q15323
Q9UHI7,P60370
Q9UHI7,P60409
Q9UHI7,P60410
Q9UHI7,P60411
Q9UHI7,Q9BYR5
Q9UHI7,Q5JR59
Q9UHI7,P16333
Q9UHI7,Q7Z3S9
Q8N3U4,Q29RF7
Q8N3U4,Q9NTI5
Q8N3U4,O60216
Q8N3U4,Q5FBB7
Q8N3U4,Q14683
Q8N3U4,Q9UQE7
Q8N3U4,Q9NP77
Q8N3U4,Q8WVM7
Q8N3U4,Q7Z5K2
P40763,Q9DUM3
P40763,O14874
P40763,Q96G01
P40763,P51451
P40763,P51813
P40763,P07384
P40763,P50750
P40763,P31146
P40763,Q99062
P40763,Q9UER7
P40763,O95661
P40763,Q13011
P40763,P30084
P40763,P00533
P40763,P04626
P40763,Q15910
P40763,Q8TAE8
P40763,Q9BVP2
P40763,Q07666
P40763,P25791
P40763,O43318
P40763,P45984
P40763,P45984
P40763,Q8TE76
P40763,Q92665
P40763,Q14938
P40763,Q14938
P40763,P22736
P40763,Q9ULD0
P40763,P06401
P40763,P32119
P40763,P18031
P40763,Q04206
P40763,P07949
P40763,O75116
P40763,P46781
P40763,O00570
P40763,P08047
P40763,P30626
P40763,P42224
P40763,Q06520
P40763,P43405
Q16637,A0A142I5B9
Q16637,Q9UL45
Q16637,Q13895
Q16637,Q9Y3Y2
Q16637,Q9Y3Y2
Q16637,P38432
Q16637,Q8IZU0
Q16637,O14893
Q16637,Q8TEQ6
Q16637,Q9NWZ8
Q16637,Q9BUJ2
Q16637,Q14974
Q16637,Q14974
Q16637,Q3SYF9
Q16637,Q99683
Q16637,O15160
Q16637,P24928
Q16637,O75817
Q16637,Q13427
Q16637,Q7Z333
Q16637,Q9VV74
Q16637,Q16637
Q16637,P08621
Q16637,P14678
Q16637,Q548N1
Q16637,Q9UK41
Q16637,Q9BUR4
Q8WW34,P17544
Q8WW34,Q86UA3
Q8WW34,Q8NI60
Q8WW34,Q7Z6J4
Q8WW34,Q96BZ8
Q8WW34,Q9UNA4
Q8WW34,A8MRB1
Q8WW34,O00560
Q8WW34,Q9HC62
Q8WW34,P45974
Q8WW34,Q96HA8
P55060,Q96JQ5
P55060,Q15077
P55060,Q9Y275
P55060,P04637
P55060,Q9H1C4
P55060,Q9BTM9
P55060,O95183
Q5VSL9,Q9P2B4
Q5VSL9,P67775
Q5VSL9,P62714
Q5VSL9,Q9Y6E0
Q5VSL9,Q9P289
Q5VSL9,Q9Y228
Q12846,O15155
Q12846,Q53TN4
Q12846,P50402
Q12846,Q96F15
Q12846,O14653
Q12846,P54920
Q12846,Q9H115
Q12846,P25788
Q12846,Q96IW7
Q12846,O75396
Q12846,Q5SQN1
Q12846,Q86Y82
Q12846,O14662
Q12846,Q16623
Q12846,Q13277
Q12846,Q13190
Q12846,O43752
Q12846,O15400
Q12846,Q9UNK0
Q12846,P23763
Q12846,P63027
Q12846,Q15836
Q12846,O75379
Q12846,O75379
Q12846,O95183
Q12846,Q9UEU0
P36897,Q99IB8
P36897,P62942
P36897,P02750
P36897,P01137
P36897,P63104
Q5JRA6,Q53EZ4
Q5JRA6,Q02388
Q5JRA6,P51116
Q5JRA6,Q9GZV8
Q5JRA6,P14373
P62854,Q969E8
O60343,P63104
P51668,Q86UW9
P51668,Q8N9I9
P51668,O15344
P51668,Q9UJV3
P51668,Q9H000
P51668,Q13064
P51668,Q96FW1
P51668,Q06587
P51668,Q9Y3C5
P51668,Q6ZNA4
P51668,Q9Y4L5
P51668,Q9BV68
P51668,Q9UBS8
P51668,Q9CZW6
P51668,Q9P0P0
P51668,Q96GF1
P51668,Q99496
P51668,Q96BH1
P51668,O88846
P51668,Q99942
P51668,Q9Y4K3
P51668,Q9HCM9
P51668,Q9BZR9
P51668,P62990
P51668,P98170
P51668,Q8ND25
Q8WW24,P13196
Q8WW24,A9UGY9
Q8WW24,Q14687
Q8WW24,P31943
Q8WW24,P52272
Q8WW24,Q9UKT9
Q8WW24,Q6PEX3
Q8WW24,P43358
Q8WW24,Q1RN33
Q8WW24,Q7Z5V6
Q8WW24,Q9GZV8
Q8WW24,P10276
Q8WW24,P10276
Q8WW24,Q6P9E2
Q8WW24,P12236
Q8WW24,P84022
Q8WW24,O75478
Q8WW24,Q15654
Q9Y3C0,A8K2R3
Q9Y3C0,Q9UL45
Q9Y3C0,Q8NCU1
Q9Y3C0,Q8TD31
Q9Y3C0,Q53EZ4
Q9Y3C0,Q9Y2V7
Q9Y3C0,Q96EV8
Q9Y3C0,Q08379
Q9Y3C0,Q96CS2
Q9Y3C0,O75506
Q9Y3C0,Q8IY31
Q9Y3C0,O60341
Q9Y3C0,Q9Y448
Q9Y3C0,Q96EZ8
Q9Y3C0,Q7L9L4
Q9Y3C0,O14777
Q9Y3C0,P37198
Q9Y3C0,Q96CV9
Q9Y3C0,Q96AQ6
Q9Y3C0,Q15154
Q9Y3C0,O00560
Q9Y3C0,Q8N0S2
Q9Y3C0,P40222
Q9Y3C0,Q8N3L3
Q9BQ24,Q6RW13
Q9BQ24,Q15041
Q9BQ24,Q15323
Q9BQ24,O76015
Q9BQ24,Q6A162
Q9BQ24,P60370
Q9BQ24,P60410
Q9BQ24,P26371
Q9BQ24,Q9UJV3
Q9BQ24,Q5JR59
Q9BQ24,Q7Z3S9
Q9BQ24,Q5VU43
Q9BQ24,Q9UI14
Q9BQ24,Q96HR9
Q9BQ24,Q9NQC3
Q9BQ24,Q9NQC3
Q9BQ24,Q8IUQ4
Q9BQ24,Q13077
Q9BQ24,P14373
Q8N7K0,P60370
Q8N7K0,P60409
Q8N7K0,Q99750
Q96NZ8,O14793
Q9BSG1,P60409
Q9BSG1,Q9BZW7
Q8IYI8,P60411
Q8IYI8,Q99750
Q8IYI8,Q9UJV3
Q8IYI8,Q5JR59
Q8IYI8,Q7Z3S9
Q8IYI8,Q13077
Q8TF74,P62993
Q8TF74,O00401
O15015,Q7Z589
O15015,Q99750
O15015,Q13976
Q9UJ04,Q96JB5
Q9UJ04,P43358
Q9UJ04,Q8IYV1
Q9UJ04,Q8ND90
Q9UJ04,Q9UBB9
Q9UJ04,O00635
Q9H2G4,P68400
Q9H2G4,Q9NZM5
Q9H2G4,Q8N1G0
Q8N4P2,Q9BPU9
Q8N4P2,Q62559
P22392,P50570
P22392,O14713
P22392,P15531
P22392,O00746
Q6NZ67,P23258
Q08999,P03255
Q08999,Q13574
Q08999,Q16254
Q08999,Q6MZP7
Q08999,P24610
Q08999,P67775
Q08999,I6L8A6
Q08999,Q923E4
Q08999,Q61412
Q12923,P25445
Q12923,Q9BUL8
Q12923,Q8TEU7
Q12923,Q13501
P0DPB3,P55036
P0DPB3,Q9UIL1
P0DPB3,Q5T200
Q14106,O14503
Q14106,Q8TAP6
Q14106,Q9UIV1
Q14106,Q60809
Q14106,Q9UFF9
Q14106,P11940
Q9P0V3,Q9ULV3
Q9P0V3,P50570
Q9P0V3,P39052
Q9P0V3,Q9HB21
Q9P0V3,P02786
Q96EQ0,O95994
Q96EQ0,Q8TD06
Q96EQ0,Q8TCZ2
Q96EQ0,A0A0S2Z3K0
Q96EQ0,P08123
Q96EQ0,O95967
Q96EQ0,P30040
Q96EQ0,Q17RA0
Q96EQ0,P23284
Q96EQ0,Q9Y5P3
Q96EQ0,P05121
Q96EQ0,O75830
Q96EQ0,O95881
Q96EQ0,P11441
Q96EQ0,O60844
Q8WXH0,Q9UKG1
Q8WXH0,P50402
Q8WXH0,Q9Y613
Q8WXH0,O94901
Q8WXH0,Q9D666
Q8WXH0,Q9UH99
O15056,P62993
O15056,P16333
O15056,Q96B97
Q9H7V2,Q969F0
Q99962,Q13444
Q99962,Q13443
Q99962,Q99700
Q99962,P50570
Q99962,P50402
Q99962,Q5S007
Q99962,Q9H3S7
Q99962,Q70E73
Q99962,Q99961
Q99962,Q99963
Q99962,Q96B97
Q99962,Q62910
P19634,Q96BS2
Q9UH99,P53618
Q9UH99,P50402
Q9UH99,P52292
Q9UH99,P02545
Q9UH99,Q8IXM6
Q9UH99,P20339
Q9UH99,Q8NF91
Q9UH99,Q8NF91
Q9UH99,Q8WXH0
Q9UH99,Q8WXH0
O94813,Q9Y6N7
Q08945,P68400
Q08945,P49736
Q08945,P33991
Q08945,Q14566
Q08945,P33993
Q08945,Q9Y5B9
Q8WVP5,Q92997
Q8WVP5,P61289
A5PLN9,O43617
A5PLN9,Q9Y2L5
Q92537,Q6UY14
Q92537,P60410
O43399,Q62393
Q9BSI4,Q96AP0
Q9BSI4,P60709
Q9BSI4,Q9NZN9
Q9BSI4,Q8IV38
Q9BSI4,P09525
Q9BSI4,P08758
Q9BSI4,P52565
Q9BSI4,Q8IVW6
Q9BSI4,O95817
Q9BSI4,Q05682
Q9BSI4,Q96MW1
Q9BSI4,Q9Y3X0
Q9BSI4,P49761
Q9BSI4,O75131
Q9BSI4,Q16643
Q9BSI4,O43602
Q9BSI4,P23588
Q9BSI4,P09104
Q9BSI4,Q86XD5
Q9BSI4,P04406
Q9BSI4,Q8N5Z5
Q9BSI4,Q3ZCW2
Q9BSI4,P09960
Q9BSI4,P46734
Q9BSI4,Q9UBB6
Q9BSI4,O60936
Q9BSI4,Q7Z2X7
Q9BSI4,P50542
Q9BSI4,P36871
Q9BSI4,Q96G03
Q9BSI4,P14618
Q9BSI4,Q9NUX5
Q9BSI4,P41236
Q9BSI4,P05771
Q9BSI4,O43566
Q9BSI4,P08865
Q9BSI4,Q96FV2
Q9BSI4,O00338
Q9BSI4,Q01995
Q9BSI4,O60907
Q9BSI4,P54274
Q9BSI4,Q15554
Q9BSI4,Q9NYB0
Q9BSI4,Q15785
Q9BSI4,O95361
Q9BSI4,Q15642
Q9BSI4,P07437
Q9BSI4,Q9BRA2
Q9BSI4,P61981
O15040,O95166
O15040,Q9H0R8
O15040,P60520
O15040,Q9BXW4
P53999,P33240
P53999,P03132
Q9BW85,Q8NHQ1
Q9BW85,Q08379
Q9BW85,Q6IE81
Q9BW85,Q9Y6D9
Q9BW85,Q12800
Q9BW85,P14373
O15205,Q13387
O15205,Q9H832
O75631,O43765
Q8WU90,Q9Y295
P17022,P24863
P17022,Q5I0X7
Q96MU6,P60409
Q9BYN7,Q6IPU0
Q9BYN7,P33240
Q9BYN7,Q2WGJ6
Q9BYN7,O15481
Q9BYN7,Q96HA8
P51814,Q8IZU0
P51814,P60409
Q8NEP9,O95273
Q8NEP9,Q8NHQ1
Q8NEP9,P60409
Q8N883,Q8IZU0
Q8N883,Q14938
Q8N883,P14079
P30518,Q8NCT1
Q8WTP9,Q53SE7
Q8WTP9,Q96IK5
Q8WTP9,P42858
Q9UN37,Q9HD42
Q9UN37,Q9HD42
Q9UN37,Q7LBR1
Q9UN37,O43633
Q9UN37,Q96K21
P15735,P46019
Q9UNZ2,V9HW80
Q9UNZ2,P55072
Q7Z3S9,Q5BKY6
Q7Z3S9,Q9NWL9
Q7Z3S9,Q96HD9
Q7Z3S9,P82987
Q7Z3S9,Q6ZMM2
Q7Z3S9,Q3MIX3
Q7Z3S9,P43353
Q7Z3S9,P09923
Q7Z3S9,P29972
Q7Z3S9,P55064
Q7Z3S9,Q99856
Q7Z3S9,Q9BZE9
Q7Z3S9,Q7Z3C6
Q7Z3S9,A8KA13
Q7Z3S9,P62952
Q7Z3S9,A8K571
Q7Z3S9,Q6NUJ2
Q7Z3S9,A6NFR6
Q7Z3S9,Q8N4G4
Q7Z3S9,Q9Y2V2
Q7Z3S9,Q8NEC5
Q7Z3S9,Q8TAB7
Q7Z3S9,Q8TC90
Q7Z3S9,Q04900
Q7Z3S9,Q8N619
Q7Z3S9,Q8TAM4
Q7Z3S9,Q8TCT0
Q7Z3S9,Q9NX63
Q7Z3S9,Q8NE62
Q7Z3S9,Q9UKJ5
Q7Z3S9,Q9H2X0
Q7Z3S9,P07510
Q7Z3S9,P07510
Q7Z3S9,P57739
Q7Z3S9,A5D8T8
Q7Z3S9,P27658
Q7Z3S9,Q9BSW2
Q7Z3S9,Q9UGL9
Q7Z3S9,Q02930
Q7Z3S9,P09603
Q7Z3S9,P09228
Q7Z3S9,Q9H4G1
Q7Z3S9,P08311
Q7Z3S9,Q9UBR2
Q7Z3S9,Q6I9S7
Q7Z3S9,Q96LJ7
Q7Z3S9,Q9NQL9
Q7Z3S9,O96015
Q7Z3S9,Q92608
Q7Z3S9,P52797
Q7Z3S9,O60573
Q7Z3S9,O15197
Q7Z3S9,O00519
Q7Z3S9,Q9H5Z6
Q7Z3S9,Q8NEG0
Q7Z3S9,Q5TZK3
Q7Z3S9,O95363
Q7Z3S9,P48023
Q7Z3S9,Q96D16
Q7Z3S9,Q969U6
Q7Z3S9,Q99853
Q7Z3S9,O43559
Q7Z3S9,O14764
Q7Z3S9,P23769
Q7Z3S9,P55040
Q7Z3S9,Q9NXC2
Q7Z3S9,P09681
Q7Z3S9,P43220
Q7Z3S9,O76003
Q7Z3S9,Q6IB77
Q7Z3S9,P04899
Q7Z3S9,Q9Y223
Q7Z3S9,P09211
Q7Z3S9,Q9Y5Q8
Q7Z3S9,P02008
Q7Z3S9,P08631
Q7Z3S9,V9HW60
Q7Z3S9,V9HWJ5
Q7Z3S9,A4FTV9
Q7Z3S9,P49639
Q7Z3S9,P37235
Q7Z3S9,O75506
Q7Z3S9,Q9H2F3
Q7Z3S9,Q96MM6
Q7Z3S9,Q9NZL4
Q7Z3S9,P10809
Q7Z3S9,Q14773
Q7Z3S9,P13284
Q7Z3S9,P31785
Q7Z3S9,Q92835
Q7Z3S9,P05107
Q7Z3S9,L7RT22
