InteractorA,InteractorB
Q9H0A9,P15884
Q9H0A9,P14373
Q9H0A9,Q8NAP8
Q9Y6Q6,P00533
Q9Y6Q6,O14788
Q9Y6Q6,Q12933
Q9HAV5,Q13114
Q9HAV5,Q9Y4K3
Q01130,Q86X95
Q01130,Q92993
Q01130,P08621
Q01130,Q01081
O14492,P22681
P11387,P00519
P11387,P01106
P11387,Q99801
Q96B97,Q8WWN8
Q96B97,Q9ULH1
Q96B97,P52907
Q96B97,P22681
Q96B97,Q13191
Q96B97,Q13191
Q96B97,P06729
Q96B97,P98078
Q96B97,O94850
Q96B97,P50570
Q96B97,P39052
Q96B97,Q86UU5
Q96B97,Q9JKY5
Q96B97,Q92835
Q96B97,Q9Y6R4
Q96B97,P78314
Q96B97,Q99962
Q96B97,O43597
Q96B97,Q13501
Q96B97,Q9ULZ2
Q96B97,O15056
Q96B97,P0CG48
P11388,O14497
P11388,P38398
P11388,P35222
P11388,Q05655
Q8TBG9,Q969F0
Q86TJ2,Q9NY61
P62304,Q8TEQ6
P62304,Q8WXD5
P62304,Q9Y333
P62304,Q15428
P62304,P62306
P62304,P62308
Q16890,P55327
Q16890,Q62393
Q16384,Q9UBF1
P62753,Q09161
P62753,P06748
P62753,Q96RG2
P00749,Q03405
P45984,P49407
P45984,P32121
P45984,P15336
P45984,Q6P1W5
P45984,Q9C0F1
P45984,Q13363
P45984,Q9Y6W6
P45984,Q13115
P45984,Q5JST6
P45984,Q96JM7
P45984,Q8TBB1
P45984,P50221
P45984,Q15427
P45984,P34896
P45984,A2RU48
P45984,P40763
P45984,Q8IYF3
P45984,O43379
Q5S007,Q9UKV8
Q5S007,O43865
Q5S007,P31749
Q5S007,Q8N8V4
Q5S007,Q8N6T3
Q5S007,Q62848
Q5S007,Q14155
Q5S007,O55143
Q5S007,O95816
Q5S007,O95817
Q5S007,Q9UL15
Q5S007,P10415
Q5S007,Q16543
Q5S007,P60953
Q5S007,Q9UKI2
Q5S007,Q9Y6A4
Q5S007,P05060
Q5S007,P30275
Q5S007,P48729
Q5S007,Q9NWM3
Q5S007,P53355
Q5S007,Q05193
Q5S007,P39053
Q5S007,O00429
Q5S007,O00429
Q5S007,O14640
Q5S007,O14641
Q5S007,Q92997
Q5S007,P30084
Q5S007,Q05639
Q5S007,Q13158
Q5S007,O14976
Q5S007,P49841
Q5S007,P11142
Q5S007,Q71RC2
Q5S007,Q4G0J3
Q5S007,P07195
Q5S007,O75581
Q5S007,Q38SD2
Q5S007,P46821
Q5S007,P46734
Q5S007,P52564
Q5S007,O14733
Q5S007,P10636
Q5S007,P10636
Q5S007,P42679
Q5S007,P02687
Q5S007,Q811U4
Q5S007,O95140
Q5S007,P49406
Q5S007,P26038
Q5S007,Q7L592
Q5S007,Q96PY6
Q5S007,Q13469
Q5S007,Q8WUM0
Q5S007,O60313
Q5S007,Q9NQU5
Q5S007,P00634
Q5S007,P62136
Q5S007,Q12972
Q5S007,P30048
Q5S007,P17612
Q5S007,P12369
Q5S007,O60260
Q5S007,P61026
Q5S007,Q6IQ22
Q5S007,Q9H0U4
Q5S007,O14966
Q5S007,Q63481
Q5S007,Q13637
Q5S007,P61020
Q5S007,P61021
Q5S007,P61006
Q5S007,P63000
Q5S007,P41220
Q5S007,P62906
Q5S007,P26373
Q5S007,P50914
Q5S007,P62750
Q5S007,P62888
Q5S007,P49207
Q5S007,P62280
Q5S007,P62277
Q5S007,P62841
Q5S007,P62249
Q5S007,P62269
Q5S007,P15880
Q5S007,P60866
Q5S007,P62266
Q5S007,P42677
Q5S007,P23396
Q5S007,O15027
Q5S007,P31947
Q5S007,Q99961
Q5S007,Q99962
Q5S007,P12235
Q5S007,P05141
Q5S007,P12236
Q5S007,O95295
Q5S007,P37840
Q5S007,Q58A65
Q5S007,Q9UNE7
Q5S007,Q9UNE7
Q5S007,Q9WUD1
Q5S007,Q9BQ70
Q5S007,Q6P3X3
Q5S007,P07437
Q5S007,Q13885
Q5S007,P04350
Q5S007,P68371
Q5S007,Q9BUF5
Q5S007,Q53GS9
Q5S007,P21796
Q5S007,Q9Y6I7
Q5S007,P31946
Q5S007,P62258
Q5S007,P61981
Q5S007,P61983
Q5S007,Q04917
Q5S007,P27348
Q5S007,P63104
Q5S007,O95218
P53778,Q12959
P53778,Q16512
P53778,P29074
P53778,Q14160
P53778,Q8IUQ4
P09382,Q13740
P09382,P30203
P09382,P35968
P09382,P08575
Q9BVC4,P42345
Q9BVC4,Q8N122
Q9NV88,Q5TA45
Q5T749,Q8NEC5
Q5T749,Q02930
Q5T749,A8MQ03
Q5T749,Q13643
Q5T749,P49639
Q5T749,P60328
Q5T749,Q3LI66
Q5T749,P32242
Q5T749,Q12837
Q5T749,Q63HR2
Q5T749,A8MV65
Q92886,P15884
Q96HS1,Q99683
Q96IV0,Q96NT3
Q96IV0,Q99743
Q96IV0,P54725
Q96IV0,P54727
Q96IV0,O14545
Q96IV0,Q9BYV2
Q96IV0,Q9UMX0
Q96IV0,Q9UMX0
Q96IV0,Q14CS0
Q8WWY3,Q9BXJ1
Q8WWY3,Q9BXJ1
Q8WWY3,Q13137
Q8WWY3,Q96JN2
Q8WWY3,Q2TAC2
Q8WWY3,Q2TAC2
Q8WWY3,O95273
Q8WWY3,Q96GN5
Q8WWY3,Q96GN5
Q8WWY3,Q8NHQ1
Q8WWY3,O95967
Q8WWY3,Q14296
Q8WWY3,Q08379
Q8WWY3,P61978
Q8WWY3,P61978
Q8WWY3,Q96AA8
Q8WWY3,Q8NC69
Q8WWY3,Q5VWX1
Q8WWY3,O75525
Q8WWY3,P19012
Q8WWY3,Q6A162
Q8WWY3,P60410
Q8WWY3,P60411
Q8WWY3,O95751
Q8WWY3,Q96LR2
Q8WWY3,Q9BRK4
Q8WWY3,Q99750
Q8WWY3,Q9UJV3
Q8WWY3,Q8TD10
Q8WWY3,Q13064
Q8WWY3,Q5JR59
Q8WWY3,Q5JR59
Q8WWY3,Q6IBW4
Q8WWY3,Q7Z3S9
Q8WWY3,Q9P286
Q8WWY3,Q5VU43
Q8WWY3,Q8IXK0
Q8WWY3,Q8IXK0
Q8WWY3,Q8ND90
Q8WWY3,Q9UL42
Q8WWY3,Q96MT3
Q8WWY3,O94906
Q8WWY3,O43586
Q8WWY3,P38159
Q8WWY3,P0DJD3
Q8WWY3,P0DJD3
Q8WWY3,Q15415
Q8WWY3,Q8IUQ4
Q8WWY3,Q8IUQ4
Q8WWY3,Q9Y2D8
Q8WWY3,O75558
Q8WWY3,A0A024R0Y4
Q8WWY3,O75478
Q8WWY3,Q9UBB9
Q8WWY3,Q08117
Q8WWY3,Q08117
Q8WWY3,O75069
Q8WWY3,Q13625
Q8WWY3,P14373
Q8WWY3,Q8WV44
Q8WWY3,Q9BZW7
Q8WWY3,Q9NTW7
Q8WWY3,P17028
Q8WWY3,P15622
Q8WWY3,Q9H9D4
Q8WWY3,Q8TAU3
Q8WWY3,Q8WTR7
Q8WWY3,Q96SQ5
Q9UHK0,P60122
Q9UHK0,P55769
Q9UHK0,Q15649
Q9UHK0,Q9NWK9
Q9Y2I6,Q8IYE0
Q9Y2I6,Q8TD31
Q9Y2I6,Q3B820
Q9Y2I6,Q96CS2
Q9Y2I6,Q92993
Q9Y2I6,Q8NA19
Q9Y2I6,Q96IZ5
Q9Y2I6,Q9P2K3
Q9Y2I6,Q9H788
Q9Y2I6,Q8TAU3
Q6KC79,Q9Y6X3
Q9Y2I1,P61107
Q9Y2I1,P05714
Q9Y2I1,P51151
Q96P20,P19525
Q96P20,Q7Z434
Q96P20,Q8TDX7
Q96P20,Q9ES74
Q96P20,Q9ULZ3
Q8WW12,Q9NYB0
P51956,P52735
Q9NPC6,P12814
Q9NPC6,P35609
Q9NPC6,O43707
Q9NPC6,Q6PGQ1
Q9NPC6,Q93062
Q9NPC6,O15273
P35250,P10644
P35250,P35251
P35250,P35249
P40938,P35249
Q06141,Q99750
Q8WWW0,A8K940
Q8WWW0,Q9Y2J4
Q8WWW0,A0A0S2Z507
Q8WWW0,Q9Y297
Q8WWW0,O95166
Q8WWW0,Q9H0R8
Q8WWW0,P60520
Q8WWW0,P01112
Q8WWW0,Q6A162
Q8WWW0,Q9BYR5
Q8WWW0,Q9GZQ8
Q8WWW0,Q9BXW4
Q8WWW0,Q8WY64
Q8WWW0,P47224
Q8WWW0,P62834
Q8WWW0,P61224
Q8WWW0,P61225
Q8WWW0,P50749
Q8WWW0,Q04864
Q8WWW0,Q13485
Q8WWW0,Q13188
Q8WWW0,Q13043
Q8WWW0,Q13043
Q8WWW0,Q13077
Q8WWW0,Q12933
Q8WWW0,Q548N1
Q8WWW0,Q9UK41
Q9H2L5,P43360
Q9H2L5,Q13188
Q9H2L5,Q13043
P84098,P54274
Q9UDX3,Q96LC9
Q9UDX3,Q9NYQ3
Q9UDX3,Q0VD86
Q9UDX3,Q04864
Q9UDX3,P15884
Q9UDX3,Q8N6Y0
Q4U2R8,Q92624
Q9H0W8,Q15323
Q9H0W8,Q8ND04
Q9H0W8,Q12933
Q9H0W8,P36406
P01135,P00533
P01135,Q9EQJ9
P01135,Q969F2
P01135,O43765
P61764,Q0VDD7
P61764,P11142
P61764,P50222
P61764,P49768
P61764,O75558
P61764,Q8N4C7
P61764,Q13190
P61764,O00635
Q59EK9,Q9H614
Q59EK9,Q9BXS5
Q59EK9,Q9H6L4
Q59EK9,Q96S94
Q59EK9,P26196
Q59EK9,P60228
Q59EK9,Q3B820
Q59EK9,P55040
Q59EK9,O15481
Q59EK9,Q96A72
Q59EK9,Q9P015
Q59EK9,P61225
Q59EK9,O00560
Q59EK9,Q9BSW7
Q59EK9,Q05BL0
Q59EK9,A0A0S2Z4F2
Q59EK9,Q15561
Q59EK9,P0C1Z6
Q59EK9,Q8TAU3
Q59EK9,Q96SQ5
Q15849,O95295
Q9P2Y5,Q07812
Q9P2Y5,Q14457
Q9P2Y5,Q8NEB9
Q9P2Y5,Q6NUQ1
Q9P2Y5,Q92622
Q9P2Y5,Q9Y371
Q9P2Y5,Q9QUM4
Q9P2Y5,Q96AX1
Q8TBB0,P60409
Q8TBB0,Q9NRD5
Q6YHU6,Q8N6Y0
Q8NA92,Q9UBB9
Q8N7M0,P50222
Q8WW35,P35609
Q8WW35,P63172
Q8WW35,P13984
P50990,P17987
P13010,Q8IW19
P13010,P38432
P13010,Q96EV8
P13010,Q9H4A6
P13010,P09629
P13010,P04792
P13010,Q9BUH6
P13010,O15355
P13010,P78527
P13010,P13693
P13010,P12956
A0AVT1,Q6NT76
P63146,Q7L7L0
P63146,Q9NS91
P63146,Q8IWV7
Q7Z2X4,Q6UY14
Q7Z2X4,Q8N9N5
Q7Z2X4,O43186
Q7Z2X4,Q08379
Q7Z2X4,Q9HD26
Q7Z2X4,Q99750
Q7Z2X4,P15531
Q7Z2X4,Q7Z3S9
Q7Z2X4,Q8NA61
Q7Z2X4,Q9NVV9
P68402,Q15102
Q9Y239,Q6UX06
Q9Y239,O43353
Q9Y239,A0A0H3NF38
Q9Y239,Q9Y2Z0
Q9BVI4,O14503
Q9BVI4,Q96EY1
Q9BVI4,Q13422
Q9BVI4,P19012
Q9BVI4,Q8N6Y0
Q9Y3T9,O15265
Q9Y3T9,P04637
Q53EL6,P02649
Q53EL6,P60842
Q53EL6,Q14240
Q53EL6,P38919
Q53EL6,P49810
Q53EL6,Q04206
Q53EL6,P62277
P39656,Q86WV6
Q8NEY1,Q96CN9
Q8NEY1,Q15323
P41271,P62166
P41271,Q9UMX0
P41271,Q9UMX0
P41271,Q8NF64
O60934,Q13315
O60934,Q09472
O60934,Q9BXW9
O60934,P16104
O60934,Q68E01
O60934,Q14676
O60934,P49959
O60934,O75943
O60934,Q99708
O60934,Q96EB6
O60934,Q13428
O60934,Q99986
Q14919,Q01658
Q14919,Q00403
Q14919,P25791
Q14919,O43639
Q14919,P25208
Q14919,Q9NRF9
Q14919,O00560
Q14919,Q16594
Q14919,Q9HBM6
Q15008,Q9UMX0
Q15008,Q9UMX0
Q9BZ95,Q13315
Q9BZ95,Q9UER7
Q9BZ95,P03372
Q9BZ95,V9HWG0
Q9BZ95,P09017
Q9BZ95,Q6P2C6
Q9BZ95,P41218
Q9BZ95,Q06609
Q9BZ95,O95391
P29590,P03243
P29590,P04489
P29590,P27958
P29590,P68400
P29590,Q9UER7
P29590,P25445
P29590,Q8UN00
P29590,Q9Y2M5
P29590,Q13164
P29590,Q00987
P29590,P25788
P29590,P63165
P29590,Q13207
P29590,O14746
P29590,Q6N021
P29590,Q15583
P29590,P04637
P29590,Q05516
Q13163,P62993
Q13163,Q99759
Q13163,Q13164
Q9Y3A3,Q9P2B4
Q9Y3A3,O43815
Q9Y3A3,Q9Y228
O75154,P18085
O75154,P62491
O75154,Q96QF0
O75154,Q9H0H5
Q00765,Q6P1Q0
P14927,Q96QU6
P14927,P43358
P14927,Q1RN33
Q96PU8,Q86X55
Q96PU8,Q96I24
Q96PU8,P61978
Q96PU8,Q8WVV9
Q96PU8,Q96AH0
Q96PU8,Q15365
Q96PU8,P26599
Q96PU8,Q9NWB1
Q96PU8,O43251
Q96PU8,P57052
Q96PU8,Q93062
Q96PU8,P09012
P14868,Q13155
P14868,Q08050
P14868,P62993
Q9UQD0,Q92915
P57086,Q9H8Y8
P57086,Q96JS3
P57086,Q8ND90
P57086,Q9BRR0
P57086,Q969J2
P57086,Q9P0L1
P57086,Q9P0L1
P57086,P49910
P57086,P17028
P57086,O14978
P57086,Q53GI3
P57086,Q96N95
P57086,Q6P9G9
P57086,P10073
Q9BWG6,Q9H2G9
Q9BWG6,Q01850
Q9BWG6,Q9C0F1
Q9BWG6,Q96Q77
Q9BWG6,Q9Y2V7
Q9BWG6,Q5TD97
Q9BWG6,Q08379
Q9BWG6,Q9NP66
Q9BWG6,Q13422
Q9BWG6,Q0VD86
Q9BWG6,Q63ZY3
Q9BWG6,Q15323
Q9BWG6,O76015
Q9BWG6,P60370
Q9BWG6,P60409
Q9BWG6,P60410
Q9BWG6,P60411
Q9BWG6,Q9BRK4
Q9BWG6,P50222
Q9BWG6,Q9UJV3
Q9BWG6,Q8TD10
Q9BWG6,Q13064
Q9BWG6,Q5JR59
Q9BWG6,Q15742
Q9BWG6,Q7Z3S9
Q9BWG6,Q5VU43
Q9BWG6,O15162
Q9BWG6,Q8ND90
Q9BWG6,Q9UL42
Q9BWG6,Q6NUQ1
Q9BWG6,Q96KN7
Q9BWG6,Q8NA61
Q9BWG6,Q8NA61
Q9BWG6,Q9Y2D8
Q9BWG6,Q8N0S2
Q9BWG6,Q9UBB9
Q9BWG6,Q08117
Q9BWG6,Q08117
Q9BWG6,Q13077
Q9BWG6,P14373
Q9BWG6,O94972
Q9BWG6,Q8IWZ5
Q9BWG6,Q9BYV2
Q9BWG6,Q5T124
Q9BWG6,O43829
O00300,O14788
P55854,O43290
P55854,Q9HC62
P55854,P23497
P55854,P62990
P55854,Q5W0Q7
Q15464,P00519
Q15464,P10721
Q15464,P08581
Q9NS56,P03132
P51172,Q8N668
Q9Y512,Q9NX63
Q9Y512,O00429
Q9Y512,O95140
P47897,P35609
P47897,Q86UW9
P47897,Q6P597
P47897,Q9BRK4
P47897,Q9Y3C5
P47897,Q99081
P47897,Q08117
P47897,Q9BUZ4
P47897,Q15645
P47897,Q9H9H4
P51170,P37088
Q9NP50,Q13547
O14656,P60409
Q8NEM2,P05771
Q8N6K7,Q99996
Q8N6K7,Q8IYR0
Q8N6K7,P10809
Q8N6K7,O60341
Q8N6K7,Q8TAP4
Q13291,Q786F2
Q13291,Q92918
Q13291,O60880
Q13291,O60880
Q9Y5X3,Q92624
Q9Y5X3,Q13596
Q9NSU2,P60409
O15524,Q8N668
O15524,Q15369
O15524,P04626
O15524,Q77YG1
O15524,Q04206
Q2M3C7,Q9NYA1
O14512,Q8IZP0
O14512,Q14141
P07197,P05412
P07197,P07196
P07197,P06400
P07197,Q15796
P07197,P08670
Q9HAU5,Q9UHX1
Q9HAU5,Q96Q15
Q9HAU5,Q92900
Q9HAU5,Q92900
Q9HAU5,Q9H1J1
Q9HAU5,Q9BZI7
Q9HAU5,Q9BZI7
P57771,Q08379
Q8WU10,Q96BW1
Q86W33,Q9NZ94
Q16613,O14503
Q16613,Q99750
Q15036,P16333
Q15036,P19174
Q96RF0,Q9BXF6
O75711,Q8NEC5
Q12765,Q9BQQ3
Q9Y5X2,P16333
Q9UNH6,O14964
Q9UNH6,O95219
Q9UNH6,Q8IYF3
A0MZ66,O75936
A0MZ66,P62508
A0MZ66,P05413
A0MZ66,Q6PJR7
A0MZ66,Q9Y5B8
A0MZ66,Q12800
Q6P589,P63000
Q6P589,P63000
Q6P589,P15153
Q8WXH5,O43559
Q8WXH5,P62993
Q8WXH5,Q92569
Q8WXH5,Q9BXM7
Q8WXH5,Q96R05
P18827,P34741
P18827,Q13009
Q9C019,O15169
Q9C019,Q6UXP7
Q9C019,Q3B820
Q9C019,Q9UJ41
O95361,Q01094
O95361,Q9BSI4
O95361,P08670
P59797,Q92624
P59797,Q08379
P59797,P86479
P59797,Q8NF64
P59797,Q96E35
Q9UPN9,Q15796
Q9UPN9,Q13485
P21912,Q8IWL3
P21912,Q9H1K1
P21912,P31040
P21912,A6NFY7
Q9NX18,P31040
Q6PJ21,B7Z5W0
Q6PJ21,Q9H0I2
Q07890,P00519
Q07890,P46108
Q07890,P62993
Q07890,P16333
Q07890,Q9UKS6
Q07890,P19174
Q07890,Q9Y5X1
Q07889,Q5TCZ1
Q07889,Q9UNS2
Q07889,P46108
Q07889,P46109
Q07889,P62993
Q07889,P08631
Q07889,P01112
Q07889,P16333
Q07889,P20929
Q07889,Q9UKS6
Q07889,P27986
Q07889,P19174
Q07889,P29353
Q07889,Q9Y5X1
Q96N96,P25054
Q8WYJ6,Q4VCS5
Q8WYJ6,Q96GD4
Q8WYJ6,A0A0S2Z5W9
Q8WYJ6,Q9NVA2
Q8WYJ6,Q8IYM1
Q8WYJ6,Q99719
Q8WYJ6,Q14141
Q8WYJ6,Q8IYF3
Q9BQB4,O75096
Q9BQB4,O75197
Q9BQB4,O75581
Q96GJ1,P07992
O00570,P40763
Q9P0Z9,Q9NUX5
Q9UHR5,Q9UK58
Q9UHR5,Q13643
Q9UHR5,Q08379
Q9UHR5,Q9UHX1
Q9UHR5,Q9UBB9
Q9UHR5,Q9NVV9
Q9UKE5,P35222
Q9UKE5,Q9NRI5
Q9UKE5,O14920
Q9UKE5,P03230
Q9UKE5,O43318
Q9UKE5,Q9NYJ8
Q9UKE5,Q6F6B3
Q9UKE5,Q9NQB0
Q9UKE5,Q12933
Q9UKE5,Q9Y4K3
Q8WXA9,Q05519
Q8WXA9,Q05519
O75044,P48023
O75044,O95466
O75044,P42858
O75044,O14744
O75044,Q9Y6N7
O75044,P63104
P49458,P35609
P49458,P37108
P50616,A5YKK6
P50616,O75175
P50616,Q96LI5
P50616,Q9UIV1
P50616,Q8NE35
P50616,Q17RY0
P50616,P11940
Q12872,Q15637
P61619,P27824
P61619,P11021
Q8N196,P54253
Q13242,Q5JVS0
O60784,Q6FIE9
O60784,Q9H0E2
O60784,Q9H0E2
O60784,O75674
O60784,Q7Z3T8
Q96HA7,Q6ZRQ5
Q13309,A5D8W4
Q13309,P09803
Q13309,P38936
Q13309,P46527
Q13309,P61024
Q13309,Q13616
Q13309,P28562
Q13309,Q09472
Q13309,Q9UM11
Q13309,Q03164
Q13309,P01106
Q13309,Q13415
Q13309,P35232
Q13309,P62877
Q13309,Q9NTG7
Q13309,P63208
Q13309,P63208
Q13309,Q4AE16
Q99735,O43889
Q96N66,Q86WV6
Q96N66,Q8VCW4
O14880,P24863
O14880,Q00059
Q04759,Q06187
Q04759,P06241
Q04759,O76003
Q04759,Q00613
Q04759,P35570
Q04759,P06239
Q04759,Q8IVH8
Q04759,Q05513
Q96HM7,Q7Z3S9
Q96S96,P31749
Q96S96,P04049
Q9BQ51,Q15116
Q9BXD5,Q96HA8
P56589,P40855
P15559,Q9UK53
P22059,O75344
P22059,A0A0H3NDL6
P22059,Q8ZNG2
P22059,Q9P0L0
Q9NPF4,Q14657
Q9NPF4,Q96S44
O75665,Q4AC94
O75665,Q9GZQ8
O75665,Q9Y5B8
O75665,Q15154
O75665,P53350
O75665,Q9Y265
Q8WUM0,P49454
Q8WUM0,Q5S007
Q8WUM0,P57740
Q8WUM0,P46673
Q8WUM0,Q9BW27
Q6UX06,Q8N6L0
Q6UX06,Q5T700
Q6UX06,Q9Y239
Q6UX06,Q9HC29
Q6UX06,Q8N205
Q9UHY1,P14340
Q9UHY1,P60763
Q9UHY1,Q8BX22
Q9UHY1,Q8IV54
Q9UHY1,Q9Y3Q8
Q96F24,Q8TAB5
Q96F24,Q8NEB9
Q96F24,Q99570
Q9NXK6,Q8N205
Q9P032,Q9BU61
Q9P032,Q9BU61
P11464,O15294
P11464,P01137
P19878,P04899
P19878,P62873
P19878,Q08379
P19878,Q92845
P19878,P14598
P19878,Q15080
P19878,Q05655
P19878,P27870
Q8NHV4,Q7Z4H7
Q16612,P56537
Q9ULV0,Q9Y2J4
Q9ULV0,Q12982
Q9ULV0,P15884
Q9ULV0,Q9BYV2
Q9UH03,P61024
Q9UH03,Q14847
Q9UH03,Q9H8S9
Q9UH03,O76064
Q9UH03,O00560
Q9UH03,Q14141
Q9UH03,Q96HA8
Q9UPS6,Q9UBL3
Q86W54,Q13137
Q86W54,Q9P209
Q86W54,Q15323
Q86W54,Q9BYR5
Q86W54,Q9BRK4
Q86W54,Q9UJV3
Q9BYW2,P42858
Q9BYW2,P84022
Q15637,P42684
Q15637,O60308
Q15637,Q80V31
Q15637,Q8IWX8
Q15637,Q8CGZ0
Q15637,O76071
Q15637,Q68FD5
Q15637,Q92841
Q15637,P17844
Q15637,Q92567
Q15637,Q99729
Q15637,O14979
Q15637,Q7Z7F0
Q15637,Q3TCX3
Q15637,P52294
Q15637,Q60960
Q15637,P52292
Q15637,P52293
Q15637,O35343
Q15637,O60684
Q15637,Q6PEX3
Q15637,Q13064
Q15637,P55345
Q15637,O75400
Q15637,P25788
Q15637,Q96I25
Q15637,Q15459
Q15637,Q15428
Q15637,Q12872
Q15637,Q3USH5
Q15637,Q86WT6
Q15637,P26368
Q15637,P26369
Q15637,Q8TAS1
Q9UBP0,Q8WXF7
Q12874,P04792
Q12874,Q9Q2G4
Q12874,Q15459
Q12874,O75478
Q12874,Q86WT6
Q12874,Q9UDV6
Q9H2K2,O15084
Q9H2K2,Q7Z6K5
Q9H2K2,O15169
Q9H2K2,Q9NWV8
Q9H2K2,P11274
Q9H2K2,Q9NRI5
Q9H2K2,Q6V0I7
Q9H2K2,Q9NWT6
Q9H2K2,Q92698
Q9H2K2,P78314
Q9H2K2,Q06649
Q9H2K2,O43815
Q9H2K2,P54274
Q8IY81,P19525
Q8IY81,P10412
Q8IY81,Q9Y6K5
Q9H173,Q9UMX0
Q96JW4,Q8N6L0
Q8IYB3,P49760
Q8IYB3,P49760
Q5JTV8,P62136
Q5JTV8,P36873
Q5JTV8,Q9NYB0
P48065,Q04864
P48065,Q14160
P41252,P07814
O00141,P49815
O00141,Q80UE6
Q13247,Q9Y383
W5XKT8,Q8N9N5
Q15785,Q9BSI4
Q96BD8,Q9UL45
Q96BD8,P62195
Q96BD8,Q8WVK7
Q96BD8,Q8IX90
Q96BD8,Q8N0S2
Q15424,P35637
Q15424,Q9GZQ8
Q15424,Q14151
Q15424,Q9JKL7
Q15424,Q96SB4
Q15424,Q96SB4
Q15424,P04637
Q9Y2Z0,P08238
Q9Y2Z0,O75427
Q9Y2Z0,Q9Y239
Q9Y2Z0,P63208
Q9Y2Z0,A0A0H3NF38
Q99961,Q7L190
Q99961,Q92917
Q99961,Q5S007
Q99961,Q9H788
Q99961,Q99962
Q99961,Q99963
Q8N3V7,P12814
Q8TEC5,Q8N9N5
Q8TEC5,P62136
Q5JR98,P36873
Q5JR98,P36873
Q8WYL5,P23528
Q8WYL5,Q9BR76
Q8WYL5,P53667
Q8WYL5,P31946
Q8WYL5,P27348
Q7Z6J0,P63000
Q7Z6J0,O43255
Q15435,P62136
Q15435,P62140
Q15435,P36873
Q15435,Q8N6Y0
Q9UJF2,Q9WMX2
Q9UJF2,Q96PC5
Q9UJF2,Q13077
Q9UJF2,Q8N6Y0
P42356,P27958
P42356,Q99IB8
O75928,Q59GP6
O75928,Q96HD9
O75928,Q8TD31
O75928,O95273
O75928,P14136
O75928,Q08379
O75928,P20592
O75928,P01106
O75928,Q8IVL1
O75928,O43741
O75928,P63244
O75928,Q96T51
O75928,P63165
O75928,G2XKQ0
O75928,P04637
O75928,P36406
O75928,Q969E8
O75928,P63279
O75928,Q7KZS0
O75928,O96006
O75928,Q96BR9
Q9P215,P08238
Q15735,Q9UJX2
Q15735,Q96EY1
Q15735,Q12929
Q15735,Q08379
Q15735,P14373
Q15735,Q9BYV2
Q13492,Q14192
Q9NRD5,P78348
Q9NRD5,Q16515
Q9NRD5,P38432
Q9NRD5,Q9NW75
Q9NRD5,Q9NP66
Q9NRD5,Q03933
Q9NRD5,Q7L273
Q9NRD5,Q9BV20
Q9NRD5,P48775
Q9NRD5,Q8TBB0
Q9NRD5,Q08117
Q6NUP7,P60510
Q9HB75,P78560
Q9HB75,Q99750
Q9HB75,Q7Z3K3
P15309,P04626
Q07869,Q3L8U1
Q07869,P62993
Q07869,O75376
Q07869,P55055
Q07869,Q13133
P37231,Q00535
P37231,P10909
P37231,O60869
P37231,P42858
P37231,P55055
P37231,Q13133
P37231,Q9UBK2
P37231,P19793
P37231,Q96EB6
P37231,Q6STE5
P37231,Q6STE5
Q9NQM4,Q2M1V9
Q9NQM4,Q8IX12
Q9NQM4,Q8IVW4
Q9NQM4,Q92993
Q9NQM4,Q9H1H9
Q9NQM4,Q99571
P05186,Q99558
P48147,P04406
Q9NQ50,Q15323
Q9NQ50,Q7Z3S9
Q9NQ50,Q12800
Q9NQ50,P14373
O14829,P62204
O14830,P62204
P45877,Q8N9N5
P45877,O43765
P45877,Q9NZ09
P45877,Q9UMX0
P45877,Q9UMX0
O75051,P39688
O43447,Q92802
O43447,Q99633
O43447,O43172
O43447,P98170
P51805,O75081
Q9Y3C6,Q16630
Q9Y3C6,Q9UFD9
Q9Y3C6,Q13573
Q9Y3C6,P15884
Q9Y3C6,Q9BRX9
Q96BK5,P54274
Q9ULL4,Q16658
Q9ULL4,P08581
Q9ULL4,Q04912
Q9Y4D7,P22736
Q9Y4D7,O15041
Q9Y4D7,P70275
Q9Y4D7,Q9H3S1
O43586,O15169
O43586,O43684
O43586,Q86YD7
O43586,P48023
O43586,Q96D16
O43586,Q9Y4Z0
O43586,O15553
O43586,Q9Y5E9
O43586,Q8WWY3
O43586,Q05209
O43586,Q99952
O43586,Q9Y2R2
O43586,Q14D33
O43586,P28702
O43586,O00560
O43586,Q9H788
O43586,Q9UQ90
O43586,Q9Y228
O43586,O75386
O43586,Q96B02
O43586,Q9Y473
O43586,A0A0S2Z5X4
Q96J94,Q9UPY3
Q96J94,Q7KZF4
P53041,Q9UL18
P53041,Q9H9G7
P53041,Q16543
P53041,P50750
P53041,Q49AN0
P53041,P03372
P53041,Q92731
P53041,P07900
P53041,P08238
P53041,Q5SY16
P53041,P30153
P53041,P31948
Q5T8A7,P62136
Q5T8A7,O75691
Q9HAU0,P54259
Q9HAU0,P54253
Q9HAU0,Q5EBL8
Q9HAU0,Q9NWB1
Q6NYC8,Q13137
Q6NYC8,Q9H257
Q6NYC8,Q68D86
Q6NYC8,Q96JN2
Q6NYC8,Q8N6L0
Q6NYC8,Q2TAC2
Q6NYC8,P17661
Q6NYC8,Q8IZU0
Q6NYC8,A1L4K1
Q6NYC8,Q08379
Q6NYC8,Q9NSC5
Q6NYC8,Q7L273
